user;province;contributions;stars;followers
i12maroa; Córdoba;24;0;0
RNogales94; Granada;24;0;8
SantiagoDeLaTorre; Málaga;24;0;3
eliasdefrancisco; Cádiz;24;3;0
igledaniel; Málaga;24;0;0
tiendy; Málaga;24;0;0
mbgg; Barcelona;24;7;1
FranFT; Granada;24;0;1
rubenpla-develop; Barcelona;24;12;2
sergiogoro; Barcelona;24;0;1
oslcixug; Coruña;24;7;3
diegosuarez; Madrid;24;2;3
Firenz; Cádiz;24;3;4
rubenjgarcia; Madrid;24;0;1
virfaure; Barcelona;24;4;2
KevinFdez; Valencia;24;0;3
miqmago; Barcelona;24;0;1
ngdelamo; Granada;24;3;4
lronaldo; Alicante;24;0;2
TommyHernandez; Granada;24;0;2
jvillafanez; Valladolid;24;0;0
Cyrivs89; Ciudad Real;24;0;0
maqueda; Almería;24;0;1
angelitoes; Valencia;24;0;2
dagohe; Málaga;24;0;0
pacovila; Badajoz;24;0;0
arobles1980; Madrid;24;0;2
PepeTrigo; Madrid;24;0;5
alfongj; Madrid;24;7;8
pablotoledo; Madrid;24;0;1
hangorn; Salamanca;23;1;0
Kirbo92; Jaén;23;5;1
gpbonifazi; Barcelona;23;6;4
porketero; Baleares;23;2;2
kharenzze; Granada;23;1;2
programwar; Pontevedra;23;0;5
ddniel16; Bilbao;23;0;0
grypp; Barcelona;23;4;2
javipalanca; Valencia;23;51;10
ssheduardo; Madrid;23;44;8
plafl; Madrid;23;2;2
hector; Barcelona;23;9;13
lcabrera; Las Palmas;23;2;2
jonanderdev; Bilbao;23;0;0
CarlosRodriguezSevilla; Madrid;23;1;5
IvanThanonMoreno; Las Palmas;23;0;0
juandesant; Granada;23;4;6
rafathefull; Barcelona;23;7;3
migumar2; Segovia;23;3;3
alberto-martin; Granada;23;0;0
esparza23; Barcelona;23;0;5
crstnmrtn; Granada;23;0;1
own3dh2so4; Madrid;23;0;2
segura2010; Granada;23;3;3
dfrancoce; Zaragoza;23;0;3
javiertrujillo; Sevilla;23;0;0
ibaca; Málaga;23;8;5
abel-carrion; Valencia;23;0;1
JorgeGT; Valencia;23;4;2
dnoise; Madrid;23;30;6
RicardoRodriguezArg; Córdoba;23;0;1
Ciorraga; Jaén;23;1;4
damagedgoods; Madrid;23;6;12
OpenMurVDI; Murcia;23;1;6
patriciagao; Asturias;23;0;5
pablopr; Madrid;23;6;10
chucu; Lugo;22;0;3
dtrillo; Córdoba;22;0;0
AlvaroOrduna; Navarra;22;0;3
dbarenas; Valencia;22;5;2
patxitron; Álava;22;0;0
mbuenoferrer; Madrid;22;1;4
angelborroy; Zaragoza;22;0;2
diezc; Cantabria;22;0;0
jespestana; Madrid;22;4;6
mimopo; Sevilla;22;3;1
dandelea; Sevilla;22;0;1
Pablo-Merino; Madrid;22;151;19
jrdi; Barcelona;22;24;20
axl89; Madrid;22;0;4
nahuelstatuto; Barcelona;22;1;2
RdlP; Murcia;22;4;1
1m4n0l; Bilbao;22;0;3
Quest10; Bilbao;22;0;0
acido69; Madrid;22;12;16
vcela; Granada;22;0;0
mcolebrook; Tenerife;22;0;0
jeroldangarcia; Madrid;22;1;4
AbelToy; Gerona;22;8;15
mcortinas; Barcelona;22;2;6
korgogro; Barcelona;22;0;1
bgamecho; Donostia;22;1;1
jaime-rey; Sevilla;22;1;0
santi-grau; Barcelona;22;0;3
acalero; Valencia;22;0;0
riki319; Almería;22;0;1
akira28; Barcelona;22;85;15
luisinder; Salamanca;22;0;1
manullanes; Coruña;22;0;0
guilu; Alicante;22;3;1
RaulGracia; Tarragona;22;0;3
victordonet; Valencia;22;0;0
jmarti-theinit; Bilbao;22;2;3
lucacerone; Barcelona;22;1;2
aitorciki; Madrid;22;20;27
Negrero; Sevilla;22;0;0
fleveque; Barcelona;22;95;3
javifernandez; Coruña;22;16;2
jordim; Lleida;22;25;10
javiertoledo; Las Palmas;22;256;18
italiagian; Álava;22;0;0
lupidan; Granada;22;128;19
janmyler; Barcelona;22;90;12
Al-Waseem; Burgos;22;0;1
JoseIbanez; Madrid;22;1;2
pereferrera; Barcelona;22;146;30
alejandro-perez; Murcia;21;1;1
rafa-aguilar; Barcelona;21;2;1
jfcogato; Madrid;21;0;3
MalGanis2; Huelva;21;0;1
sangar82; Gerona;21;57;13
gootyfer; Madrid;21;22;41
skuark; Jaén;21;0;8
nikoto-; Madrid;21;0;1
erm2587; Tenerife;21;1;16
natxet; Barcelona;21;44;26
jjrumi; Barcelona;21;1;8
Dragost; Zaragoza;21;1;1
drodriguezperez; Madrid;21;6;1
msanroman; Barcelona;21;39;32
elbruno; Madrid;21;0;1
fsolans; Zaragoza;21;1;3
Anaibi; Barcelona;21;0;1
ereslibre; Madrid;21;73;13
peru986; Pontevedra;21;0;1
migtr88; Almería;21;1;0
kperico; Madrid;21;4;4
dodero; Cádiz;21;0;3
Erni; Alicante;21;2;3
carloscabo; Asturias;21;54;18
davidfb; Coruña;21;7;0
DawnAngel; Barcelona;21;5;6
manueldeveloper; Córdoba;21;11;1
espectalll123; Toledo;21;0;2
ti0ma; Valencia;21;0;5
olatz87; Donostia;21;0;1
Terminante; Valencia;21;0;3
i32marej; Córdoba;21;0;3
jcgm; Valencia;21;0;1
rafbermudez; Coruña;21;0;4
manuel-alvarez; Asturias;21;4;0
ala747; Murcia;21;8;8
diegofdez; Pontevedra;21;0;3
albert-lopez; Barcelona;21;0;4
ChrisFernandez; Barcelona;21;46;3
brovador; Sevilla;21;18;6
adgllorente; Huesca;21;2;2
NauzetHdez; Las Palmas;21;0;2
marcmascort; Gerona;20;0;3
xavifuefer; Barcelona;20;0;3
mjim79; Córdoba;20;2;5
etxahun; Bilbao;20;0;0
zant95; Madrid;20;17;9
angelpontes; Córdoba;20;6;3
jjordanarenas; Valencia;20;1;1
guisanchez; Zaragoza;20;4;2
wilfernandesjr; Álava;20;3;11
jesus-marcos; Madrid;20;0;8
ayuscode; Madrid;20;3;1
JoanClaret; Barcelona;20;0;3
padilo; Barcelona;20;1;9
adrianonco; Barcelona;20;0;5
dmarrufo; Sevilla;20;1;4
cobeete; Sevilla;20;0;2
dperezcabrera; Madrid;20;9;5
mwlmc; Granada;20;0;0
GuillemRamirez; Barcelona;20;0;1
osroca; Valencia;20;8;10
dmiro; Barcelona;20;1;4
miguelcent; Sevilla;20;0;0
josator; Valencia;20;0;0
jucles; Almería;20;0;0
jecrespo; Rioja;20;3;4
Earthlandto; Murcia;20;0;2
noeFernandez; Asturias;20;0;3
kewapo; León;20;0;0
sercomi; Barcelona;20;0;1
sergigracia; Barcelona;20;78;12
hybridplay; Valencia;20;0;0
yises; Madrid;20;2;3
drocera; Barcelona;20;0;3
valabau; Valencia;20;14;0
crisfervil; Madrid;20;0;1
accaminero; Madrid;19;1;2
Hugoer; Pontevedra;19;0;3
lpsz-; Madrid;19;1;4
isrart; Cádiz;19;0;0
rubenorta; Madrid;19;3;7
alvarogonzalezalvarez; Cádiz;19;3;0
jccastillocano; Tenerife;19;0;0
carlosramosgonz; Cádiz;19;0;0
rbarbera; Valencia;19;3;13
olemoudi; Madrid;19;11;2
arnauti; Barcelona;19;0;5
ssubijana; Madrid;19;0;3
hopple; Madrid;19;0;5
mpifa; Lleida;19;0;1
aalmenar; Madrid;19;4;11
nataliasanchezherrero; Madrid;19;0;1
javiergm1983; Salamanca;19;0;0
Rubenrod18; Córdoba;19;0;5
Chiptunes; Madrid;19;13;8
fzmaster; Álava;19;2;11
eballetbo; Barcelona;19;11;5
sergiandreplace; Barcelona;19;7;24
IGZgustavomarin; Madrid;19;0;2
agartime; Madrid;19;16;4
marcojetson; Barcelona;19;79;19
versvs; Madrid;19;10;5
Josepujol; Sevilla;19;0;0
ganguera; Barcelona;19;4;2
aquadrivium; Barcelona;19;0;2
jmakazaga; Donostia;19;0;2
gallegufo; Zaragoza;19;0;4
elkraneo; Cádiz;19;6;8
mguadarrama; Barcelona;19;0;2
albertoromero; Salamanca;19;0;0
e-minguez; Madrid;19;4;7
gasparfm; Málaga;19;8;5
diegopau; Pontevedra;19;5;5
jjimenezlopez; Granada;19;8;6
samuelsolis; Cáceres;19;0;0
ferranpons; Barcelona;19;0;3
sambrista; Córdoba;19;0;0
mccagigal; Madrid;19;1;4
fgonzalvez; Barcelona;19;0;2
kitusmark; Barcelona;18;0;3
azaru; Madrid;18;3;27
ch4lit; Barcelona;18;0;2
gechevarria; Bilbao;18;0;0
santiagotamagnoglobant; Córdoba;18;0;0
turbohz; Barcelona;18;4;3
asermax; Córdoba;18;23;3
sergiotosa; Bilbao;18;0;0
mappolo; Madrid;18;0;2
jmaciasportela; Valladolid;18;7;5
alfonsito92; Granada;18;0;1
ilyasergey; Madrid;18;38;28
ozeiasc; Las Palmas;18;1;0
Mascalerino; Ourense;18;0;4
rafaelgonz; Córdoba;18;1;2
pvieytes; Madrid;18;2;2
jgerardoc; Madrid;18;8;5
turtulino; Burgos;18;1;1
antoniogarcia78; Sevilla;18;1;0
tato469; Córdoba;18;27;5
jurnix; Barcelona;18;6;5
DavidRico; Málaga;18;0;1
medelgarcia; Sevilla;18;0;0
zapiko; Asturias;18;2;4
delabit; Coruña;18;0;0
xavierhb; Madrid;18;0;5
davidberneda; Gerona;18;9;3
aritztg; Barcelona;18;0;1
warsclon; Madrid;18;9;2
bernatmv; Barcelona;18;0;5
airamrguez; Valencia;18;7;4
gciotta; Madrid;18;0;1
iJos; Valencia;18;6;7
yukatan; Madrid;18;55;3
jfosela81; Madrid;18;0;1
antoniojesusnc; Madrid;18;0;5
jbilbo; Tarragona;18;6;3
Stratford; Granada;18;0;0
danielmartinez; Zaragoza;18;0;3
Dharryn; León;18;2;2
pablorc; Asturias;18;3;9
littlemove; Asturias;18;3;22
armillio; Madrid;18;0;3
qz-comunicacion; Málaga;18;0;1
edurne-larraza; Donostia;17;0;1
albertoperdomo; Las Palmas;17;52;49
fdiazgon; Cáceres;17;0;0
frommelmak; Barcelona;17;0;2
dejandomarcas; Sevilla;17;1;0
joseliki; Sevilla;17;0;5
IvanGuardado; Madrid;17;32;17
gnufede; Madrid;17;8;12
javiglesias; Salamanca;17;0;1
laracabrera; Málaga;17;0;0
elbuit; Valencia;17;0;0
marcosag; Barcelona;17;0;1
psanchezg; Zaragoza;17;5;1
nandop17; Toledo;17;0;0
fictiziaformacion; Madrid;17;6;2
jhancarlosmj; Barcelona;17;0;4
albertnavas; Barcelona;17;9;11
gilcu2; Málaga;17;0;0
pramos7; Sevilla;17;0;0
andresberrios; Barcelona;17;2;1
diegolopmon; Zaragoza;17;0;1
g3rard; Barcelona;17;27;11
ydarias; Tenerife;17;4;12
gergusber; Córdoba;17;1;0
antoniovazquezaraujo; Ourense;17;0;2
e98cuenc; Málaga;17;12;2
MDorado; Córdoba;17;0;0
vlledo; Jaén;17;1;6
AlberFernandez; Madrid;17;0;2
chris-zen; Barcelona;17;6;4
issinatour; Madrid;17;1;7
kmewi1000; Pontevedra;17;2;1
Osukaru; Madrid;17;30;19
Sinkmanu; Málaga;17;5;3
melnikovkolya; Tenerife;17;1;2
M3code; Granada;17;0;0
angelnan; Barcelona;17;6;6
sasij; Madrid;17;7;3
JulioSimon; Málaga;17;3;0
franmomu; Valencia;17;54;20
jponf; Lleida;17;0;7
ericmarcos; Barcelona;17;0;2
manmar92; Madrid;17;0;3
itziar; Madrid;17;2;5
LuisMartiZa; Cádiz;17;0;4
blizarazu; Donostia;17;2;1
fuseprods; Cáceres;17;0;5
hemarque; Madrid;17;0;2
tilibom; Barcelona;17;1;2
povmaniaco; Barcelona;17;2;4
frsantos; Madrid;17;2;2
arnauorriols; Barcelona;17;6;5
jquemada; Madrid;17;41;21
danieldisu; Madrid;17;9;7
Pelirrojo; Madrid;17;0;3
rgarcia-martin; Sevilla;17;1;0
antiapuentes; Coruña;17;0;0
bvis; Barcelona;17;0;11
tracker086; Madrid;17;7;2
m4t1t0; Madrid;16;1;2
rubencabrera; Valencia;16;0;0
jpm88; Granada;16;0;0
davidmles; Barcelona;16;4;3
rampa069; Alicante;16;24;7
yestoall; Granada;16;20;11
abel-navarro; Barcelona;16;0;2
beni0888; Cáceres;16;0;1
UlisesFreitas; Zaragoza;16;4;0
Gonzalo66; Granada;16;0;0
oscargomezf; Cantabria;16;0;0
miguelFLG13; Valladolid;16;0;0
coellomontiel; Cádiz;16;0;4
jordinebot; Barcelona;16;0;2
antoineleclair; Málaga;16;46;19
maciaslopez; Coruña;16;1;2
albamig; Valladolid;16;6;6
jcmore2; Madrid;16;10;2
fcobo; Córdoba;16;6;2
brutuscat; Barcelona;16;33;23
ticjaestic; Tarragona;16;0;0
edgardosilvi; Córdoba;16;0;0
joherma1; Valencia;16;2;0
IvanMartinez; Madrid;16;8;4
xqueralt; Barcelona;16;4;13
svet; Bilbao;16;0;1
Kikikot; Baleares;16;0;0
LuisMuniz; Tarragona;16;0;0
erfg; Madrid;16;0;2
jluis; Barcelona;16;3;3
JorgeHernandez; Madrid;16;0;2
shiguera; Madrid;16;14;6
belsmike; Toledo;16;0;2
clopezno; Burgos;16;1;0
danielesteban; Madrid;16;7;3
javilumbrales; Barcelona;16;2;2
alecdotico; Valencia;16;0;2
StrongeLeeroy; Donostia;16;3;0
hellojose; Las Palmas;16;0;0
Gorka89; Madrid;16;1;4
oscarbelmon; Castellón;16;0;0
aemonge; Madrid;16;1;10
misterpulpo; Coruña;16;1;0
nicolae-stelian; Madrid;16;4;2
jnovos; Coruña;16;0;0
webeffects; Alicante;16;0;1
Carlesla; Gerona;16;2;1
vteromero; Barcelona;16;3;5
fitigf15; Barcelona;16;0;1
juaparal; Valencia;16;0;0
gerddie; Madrid;16;0;2
jepemo; Valencia;16;2;0
asier-laukoa; Bilbao;16;0;0
xavib; Barcelona;16;0;8
maxcosworth; Jaén;16;3;10
ajaysmurthy; Barcelona;16;0;2
AdanAlonso; Las Palmas;16;0;2
ej3dev; Salamanca;16;2;0
n3storm; Valladolid;15;7;2
sdesimone; Barcelona;15;73;8
vilasmaciel; Pontevedra;15;0;0
i72dibef; Córdoba;15;0;1
jonsito; Madrid;15;7;4
anderpg; Bilbao;15;0;0
jordiclariana; Barcelona;15;7;10
dvigueras; Murcia;15;3;27
NicanorBurcio; Baleares;15;0;2
jaalonso; Sevilla;15;0;0
asendra; Valencia;15;1;1
adosaiguas; Barcelona;15;1;3
davidmb91; Cádiz;15;1;3
AlejandroFortes; Coruña;15;0;2
tnotstar; Madrid;15;1;4
carlostallon; Madrid;15;0;5
ancarebeca; Tenerife;15;0;2
gnuine; Barcelona;15;266;20
rubiaonrails; Barcelona;15;0;22
PabloYglesias; Madrid;15;16;6
epicleptico; Pontevedra;15;0;1
JuanjoFR; Barcelona;15;0;1
dbuedo; Albacete;15;0;0
Patopilon; Cuenca;15;0;0
linuxonrails; Málaga;15;9;1
sistemasflat; Córdoba;15;0;0
jcorreaes; Madrid;15;14;26
rabad; Madrid;15;7;10
marcmr87; Barcelona;15;2;1
FelipeURJC; Madrid;15;0;1
salmar; Barcelona;15;38;23
Ibby; Barcelona;15;0;2
vguardiola; Barcelona;15;1;16
valgreens; Almería;15;7;17
mrcone; Alicante;15;1;1
CRoig; Málaga;15;1;0
rarguelloF; Madrid;15;1;2
PabloRdrRbl; León;15;7;2
Rafaesp; Sevilla;15;8;2
josemmoya; Madrid;15;0;3
unratito; Madrid;15;1;2
javierht; Valladolid;15;0;2
dlazaro66; Granada;15;65;8
juanarmentia; Bilbao;15;3;7
djhanlj; Las Palmas;15;0;1
greatelk; Barcelona;15;0;6
Pebs1189; Valencia;15;0;0
rmoliva; Madrid;15;6;1
woorea; Madrid;15;147;32
nanocity; Córdoba;15;11;6
orioljimenez; Barcelona;15;0;7
ioliver85; Valencia;15;0;2
calvaris; Coruña;15;0;2
jjpeleato; Huesca;15;0;7
lluisvicens; Gerona;14;0;0
lluisgh28; Barcelona;14;2;6
ealogar; Valladolid;14;0;2
hectorromo; Asturias;14;1;2
anazamarron; Madrid;14;0;1
BBerastegui; Bilbao;14;0;1
scenkov; Madrid;14;6;3
ManuelLunaPerez; Sevilla;14;1;10
dard0; Murcia;14;0;9
hugosantosred; Madrid;14;17;8
guillermocalvo; Zaragoza;14;80;4
blueyes20; Málaga;14;0;0
alm59321; Barcelona;14;0;2
arturogutierrez; Madrid;14;162;10
Synpheros; Madrid;14;0;1
nuragic; Madrid;14;44;14
lluismf; Barcelona;14;0;3
ndsrf; Málaga;14;0;0
migueljimeno96; Rioja;14;8;2
maraujop; Madrid;14;489;163
nicomda; Jaén;14;0;0
Pabline; Madrid;14;0;6
jsalvata; Barcelona;14;14;1
gerardlopez; Bilbao;14;0;1
javimbk; Madrid;14;0;7
jeaveme; Almería;14;1;7
moncho; Madrid;14;0;2
AmadorNavarro; Albacete;14;8;0
maomorales; Madrid;14;2;5
lluisi; Barcelona;14;0;3
patxi1980; Barcelona;14;4;2
buenoudg; Gerona;14;0;0
ginsen; Barcelona;14;0;5
Ciges; Pontevedra;14;10;5
david11988; Córdoba;14;0;1
JDBS; Tenerife;14;0;1
ccarvalho-paywithmybank; Álava;14;0;0
xaviserrag; Barcelona;14;0;1
BorjaMerino; León;14;0;19
tarodx; Madrid;14;0;1
koldohernandez; Bilbao;14;0;0
marianmartinez; Madrid;14;0;6
assimovt; Barcelona;14;52;27
miksansegundo; Málaga;14;0;0
fabianlema; Coruña;14;0;0
juanpescador; Barcelona;14;0;1
vancasti; Cáceres;14;0;1
Lifka; Granada;14;0;4
jsanchezramos; Barcelona;14;8;6
miquelcamps; Madrid;14;75;165
jvalderrama; Madrid;14;0;1
dawidhml; Albacete;14;0;0
Victek; Barcelona;14;28;12
orloxx; Barcelona;14;6;7
elpeter; Madrid;14;12;6
marcnava13; Granada;14;0;0
mawrkus; Barcelona;14;88;18
pserrano; Madrid;14;6;6
Juanvvc; Barcelona;14;19;3
xmontana; Tarragona;14;8;2
titosemi; Granada;14;12;18
jvcerver; Salamanca;14;0;6
antonioguirola; Granada;14;2;0
luismiguelbp; Valencia;14;0;0
jdlcgarcia; Barcelona;14;0;1
maneta; Barcelona;14;0;9
davefx; Madrid;13;6;3
genimarca; Jaén;13;0;0
crimarde; Tarragona;13;1;0
davidperezgar; Granada;13;1;0
jonathan-roper; Barcelona;13;19;8
slanau; Barcelona;13;0;5
kirthar; Barcelona;13;0;4
pabgn; Valencia;13;2;5
eltercero; Madrid;13;20;16
Marsupio; Málaga;13;0;0
danielzzz; Baleares;13;40;9
visualex; Bilbao;13;5;2
hecrogon; Tenerife;13;2;1
torhector2; Zaragoza;13;9;3
edupoch; Coruña;13;2;5
tomasalmeida; Pontevedra;13;0;4
juanda; Madrid;13;15;24
dtiburon; Barcelona;13;1;9
saracubillas; Barcelona;13;3;7
mrt694; Málaga;13;0;0
oricis; Valencia;13;0;0
ivallesp; Valencia;13;1;1
Rurdin; Navarra;13;0;0
anthonycollini; Asturias;13;1;2
Pablo126; Granada;13;0;2
salvitas; Valencia;13;4;2
atrilla; Barcelona;13;106;6
parraman; Madrid;13;0;1
ruizro; Valencia;13;0;1
vchoubard; Barcelona;13;0;1
pcaro; Sevilla;13;2;7
bmenendez; Madrid;13;14;11
manumuve; Ávila;13;0;1
aitorcarrera; Las Palmas;13;0;0
FernandoTusell; Bilbao;13;0;1
Doblede; Madrid;13;0;5
cheiff; Madrid;13;1;1
quarkore; Madrid;13;0;1
sonxurxo; Coruña;13;1;3
juanjonavarro; Valencia;13;0;2
blogalizate; Málaga;13;2;2
robertocs; Madrid;13;0;2
xavi-reloaded; Barcelona;13;3;6
jalonsoramos; Madrid;13;6;3
percevaq; Granada;13;0;0
Jose-Luis; Sevilla;13;0;0
devaddiction; Madrid;13;11;11
manutenfruits; Madrid;13;0;2
penalvea; Castellón;13;0;1
segarci; Almería;13;0;1
iEnrico; Barcelona;13;0;2
jpuerto; Granada;13;4;3
iPotaje; Las Palmas;13;0;0
ki0; Madrid;13;3;3
danigonlinea; Cádiz;13;0;1
Vidimensional; Barcelona;13;4;4
Rauldel2; Valencia;13;0;0
RedRudeBoy; Barcelona;13;1;4
icaroviedo; Asturias;13;0;0
Andresjgb; Córdoba;13;0;0
msgomezm; Cádiz;13;0;11
felixfelito; Zaragoza;13;0;9
AnderPijoan; Bilbao;13;30;10
legomolina; Valencia;13;0;1
guillermomarco; Valencia;13;0;3
krpntrz; Madrid;13;1;1
marcbenito; Barcelona;13;9;3
Termeni; Lleida;13;0;3
franvalverde; Granada;13;0;0
idulis; Madrid;13;2;2
aebm; Madrid;13;0;5
IzanRodrigo; Madrid;13;2;4
olmaygti; Madrid;13;1;3
DavidDual; Tarragona;13;0;0
jprostko; Valencia;13;0;8
lucadv; Málaga;13;0;1
jarone; Barcelona;13;0;3
salavert; Madrid;13;48;3
eneko89; Bilbao;13;9;8
vicfran; Madrid;13;4;3
marioip; Madrid;13;1;3
minterior; Barcelona;13;0;2
jfcalvo; Madrid;13;20;7
punkto; Pontevedra;12;11;4
lozanosam; Valencia;12;1;3
apachejack; Valencia;12;0;0
antcascam; Sevilla;12;0;0
antacerod; Sevilla;12;0;0
gcorpas; Málaga;12;0;1
SrJosue1; Alicante;12;0;1
jotive; Córdoba;12;1;0
Sgitario; Málaga;12;1;0
eeziSL; Málaga;12;0;0
joadtor; Valencia;12;2;3
McGuten; Madrid;12;2;1
EduAlberdi; Barcelona;12;0;6
itziarfm; Valladolid;12;0;0
msonsona; Barcelona;12;2;4
dcastello; Madrid;12;13;19
ellorensc; Barcelona;12;0;4
hginer; Sevilla;12;0;5
diegodelemos; Ourense;12;0;2
elmendalerenda; Valencia;12;20;37
joffrey92; Barcelona;12;0;1
x3sp3d3s; Gerona;12;1;0
victorpimentel; Madrid;12;467;63
anye1505; Valencia;12;0;3
arol; Barcelona;12;66;16
chefchef; Barcelona;12;2;6
cartorjo; Barcelona;12;1;4
mllocs; Barcelona;12;18;19
juandavarju; Granada;12;0;2
fenomenog4; Granada;12;13;1
franciscogarate; Madrid;12;2;1
CescVilanova; Barcelona;12;0;1
seiya64; Granada;12;7;2
guillerodriguez; Málaga;12;0;0
andreasnaive; Madrid;12;0;1
Jonathan-Minchin; Barcelona;12;0;5
etrulls; Barcelona;12;2;1
jvrlag; Madrid;12;1;2
jh2odo; Almería;12;0;1
pmarquez; Tenerife;12;0;0
jsbalsera; Sevilla;12;17;28
santiperez; Barcelona;12;0;6
jagui; Madrid;12;18;1
miguelcalero; Córdoba;12;0;9
crishnakh; Sevilla;12;3;0
cif2cif; Madrid;12;0;4
Castillosa; Valencia;12;0;1
JaimeObregon; Cantabria;12;4;3
arnauvp; Barcelona;12;3;6
jcpenuela; Sevilla;12;0;1
raohmaru; Barcelona;12;7;2
IcuScc; Soria;12;0;0
fpedrera; Madrid;12;0;5
diekus; Barcelona;12;0;4
balsamoEE; Barcelona;12;0;2
w0rldart; Madrid;12;14;8
mariocav; Barcelona;12;2;3
fertapric; Madrid;12;160;31
mpuig; Barcelona;12;15;4
dreamingechoes; Asturias;12;0;4
wchemi; Valencia;12;2;0
AlbertoGarciaFdez; Madrid;12;0;3
nitroduna; Madrid;12;2;10
xuanxu; Madrid;12;57;51
FerCa; Barcelona;12;6;9
tauheeddel; Toledo;12;0;0
pmphp; Barcelona;12;22;14
glopezdetorre; Barcelona;12;6;6
jaranega; Barcelona;12;0;4
ianholing; Baleares;12;2;0
eloygbm; Bilbao;12;1;8
scmoral; Madrid;12;0;3
zyxan; Las Palmas;12;0;1
Pteridium; Pontevedra;12;3;6
borjarossell; Barcelona;11;0;2
JoseBR; Baleares;11;0;2
ninioperdido; Granada;11;2;0
minuscorp; Salamanca;11;0;0
lucas-ez; Barcelona;11;0;2
davidgaya; Barcelona;11;18;5
ncornag; Valencia;11;2;0
nicowernli; Madrid;11;1;1
Salias; Tenerife;11;2;2
sergiogomez; Córdoba;11;21;3
MuDestructor; Zaragoza;11;6;1
dracinternet; Barcelona;11;1;6
aritzolaba; Bilbao;11;35;1
santihbc; Barcelona;11;15;7
lorentealberto; Cáceres;11;2;0
shirorin; Madrid;11;3;5
rogerlyon; Córdoba;11;0;0
vegaro; Madrid;11;2;7
cetrulin; Madrid;11;0;1
karimhossenbux; Barcelona;11;0;4
jbozanowski; Barcelona;11;0;3
ppeszko; Barcelona;11;36;30
VonRaefels; Madrid;11;0;1
AGM-GR; Granada;11;0;0
gabrielperales; Murcia;11;0;17
mrluissan; Sevilla;11;0;0
Bradox; Sevilla;11;3;0
sankosk; Asturias;11;0;2
PabloAlbiol; Valencia;11;1;0
eljuaqui; Valencia;11;2;2
juanpablironhack; Barcelona;11;1;4
marcalj; Barcelona;11;0;7
tapia; Madrid;11;2;4
ceymard; Barcelona;11;19;4
jestevesoler; Valencia;11;0;0
guillaumeparis2000; Barcelona;11;1;2
masylum; Barcelona;11;1066;113
hecspc; Barcelona;11;58;14
emmgfx; Barcelona;11;2;2
gmolto; Valencia;11;0;0
juanantoniofj; Madrid;11;2;2
jorgeuve; León;11;2;1
gotardo; Madrid;11;9;6
eduardolostal; Zaragoza;11;1;0
GheRivero; Salamanca;11;14;5
lmtanco; Málaga;11;1;0
pdorgambide; Pontevedra;11;0;0
FdezRomero; Madrid;11;0;4
hydex86; Barcelona;11;2;1
KanedaShotaro; Madrid;11;0;5
bristoll; Granada;11;1;0
jesusropi; Coruña;11;0;2
manuelpancorbo; Jaén;11;1;2
AdrianECom; Murcia;11;0;3
raultic; Álava;11;0;0
rubenfa; Madrid;11;0;2
jesusdiez; Barcelona;11;7;2
TheAIR20; Cantabria;11;0;0
fsans; Barcelona;11;4;2
hrodic; Barcelona;11;1;3
tonybolanyo; Valencia;11;0;0
amaia; Madrid;11;141;43
SamuAlfageme; Valladolid;11;0;0
santiagomtzdelariva; Madrid;11;0;3
javierev; Coruña;11;2;7
noe6600; Barcelona;11;0;1
YerayAlonso; Gerona;11;1;2
paxturando; Valencia;11;0;0
davidgit; Barcelona;11;13;19
Aracem; Madrid;11;2;24
orozkoinsider; Madrid;11;5;7
hassann201; Barcelona;11;2;2
radikalbytes; Pontevedra;11;9;6
juanchaur; Barcelona;11;1;2
ozke; Barcelona;11;0;4
TwisterMW; Barcelona;11;5;1
vxc-; Madrid;11;2;4
mcliment; Valencia;11;17;7
cantorrodista; Madrid;11;22;22
fcaballero; Valencia;11;1;0
sergiosimbiosys; Asturias;11;0;0
mdaguete; Coruña;11;86;21
Inakimalerba; Córdoba;11;0;0
baenafrancisco; Málaga;11;3;20
napak; Valencia;10;0;2
alergant; Valladolid;10;1;0
sdepablos; Barcelona;10;5;14
pbarrio; Madrid;10;1;1
antoniofernandez; Las Palmas;10;3;4
jraragon; Salamanca;10;0;0
aabilio; Pontevedra;10;66;9
othermore; Granada;10;0;0
javierlopezdeancos; Toledo;10;3;14
MetalGearDaner; Madrid;10;0;3
pedrorgil; Córdoba;10;0;0
rodrigolive; Madrid;10;63;5
agdg; Sevilla;10;0;0
davidverdu; Las Palmas;10;0;0
WedgeSparda; Alicante;10;11;5
mikelf; Bilbao;10;0;0
hacknug; Barcelona;10;1;1
saimonmoore; Barcelona;10;162;45
luque; Madrid;10;15;7
MontiQt; Rioja;10;1;1
eLafo; Madrid;10;25;33
mdalda; Zaragoza;10;0;0
heliosdrm; Valencia;10;0;0
martafonda; Madrid;10;0;32
rperezperez; Granada;10;5;1
mefastidias; Madrid;10;0;9
JorgeNaranjo90; León;10;0;0
gorkar12; Álava;10;0;6
p22ruloi; Córdoba;10;0;2
spolex; Bilbao;10;0;3
TulioDomingos; Barcelona;10;0;3
fmcato; Almería;10;0;0
aprofetb; Madrid;10;0;1
rflnavas; Sevilla;10;0;0
pratipo; Barcelona;10;6;6
aeoris; Madrid;10;1;1
twoixter; Madrid;10;105;11
YorkBW; Asturias;10;0;0
